review_id,customer_id,restaurant_id,rating,review_text,review_date
46,89,20,3.4,Fast delivery,2025-12-16
47,192,7,4.0,Worth the money,2025-10-25
48,49,15,3.2,Fast delivery,2026-01-28
49,293,29,4.7,Nice packaging,2025-10-20
50,441,29,4.4,Food was okay,2026-03-03
51,301,7,3.5,Highly recommended,2025-09-12
52,91,18,4.2,Nice packaging,2025-10-23
53,94,5,3.2,Excellent food,2025-07-16
54,20,3,3.5,Will order again,2026-05-04
55,170,26,3.4,Amazing experience,2026-07-08
56,160,23,4.7,Food was okay,2025-09-16
57,22,7,3.3,Loved it,2026-06-18
58,247,3,3.7,Nice packaging,2026-04-21
59,301,21,4.5,Good taste,2026-04-14
60,278,19,4.8,Worth the money,2026-03-04
61,370,20,3.6,Nice packaging,2025-11-15
62,272,17,4.4,Food was okay,2026-02-07
63,291,26,3.5,Nice packaging,2025-11-05
64,114,1,3.5,Will order again,2025-08-17
65,490,20,4.8,Fast delivery,2025-10-24
66,161,13,3.0,Highly recommended,2025-11-14
67,250,11,4.1,Will order again,2025-08-04
68,425,21,4.6,Fast delivery,2026-05-31
69,399,12,3.8,Food was okay,2026-06-12
70,83,6,4.6,Will order again,2025-07-23
71,80,5,3.4,Worth the money,2026-05-16
72,474,4,3.1,Worth the money,2025-10-09
73,442,9,3.4,Excellent food,2026-03-18
74,79,9,3.3,Loved it,2026-04-28
75,313,10,3.0,Amazing experience,2026-03-16
76,90,21,4.5,Worth the money,2025-09-24
77,182,21,4.9,Food was okay,2025-07-16
78,100,4,4.3,Good taste,2026-01-24
79,470,16,4.4,Amazing experience,2026-02-10
80,56,5,3.7,Food was okay,2025-10-30
81,471,21,4.3,Worth the money,2026-01-20
82,87,5,3.4,Amazing experience,2025-07-27
83,239,19,3.3,Good taste,2025-09-18
84,487,8,3.6,Highly recommended,2025-10-29
85,386,24,3.9,Nice packaging,2026-03-09
86,7,12,3.4,Loved it,2025-07-26
87,147,16,3.9,Food was okay,2026-01-09
88,368,5,3.0,Loved it,2026-04-11
89,277,4,4.2,Excellent food,2026-02-08
90,53,26,4.2,Fast delivery,2026-01-08
91,442,27,4.1,Food was okay,2026-05-21
92,469,2,3.8,Excellent food,2026-02-11
93,361,17,4.5,Good taste,2026-05-06
94,238,25,5.0,Amazing experience,2025-12-10
95,119,20,3.8,Fast delivery,2025-12-04
96,434,24,4.8,Worth the money,2025-09-16
97,471,4,4.5,Highly recommended,2025-08-29
98,417,6,4.8,Good taste,2026-01-24
99,43,16,4.3,Highly recommended,2025-10-09
100,287,20,3.7,Will order again,2025-08-04
101,65,5,4.3,Fast delivery,2026-01-26
102,423,3,3.2,Food was okay,2025-08-17
103,86,14,4.6,Nice packaging,2025-07-31
104,239,16,4.3,Nice packaging,2026-02-25
105,435,16,3.4,Loved it,2025-11-11
106,170,26,4.8,Fast delivery,2025-09-11
107,89,27,4.8,Will order again,2026-02-02
108,221,7,4.3,Highly recommended,2026-04-26
109,87,24,3.2,Fast delivery,2025-12-04
110,8,6,3.7,Worth the money,2026-01-10
111,85,20,4.6,Fast delivery,2026-03-16
112,198,9,3.8,Nice packaging,2026-03-10
113,168,30,4.7,Fast delivery,2026-02-17
114,441,12,4.8,Good taste,2026-01-04
115,62,13,4.4,Good taste,2026-07-11
116,279,14,4.1,Highly recommended,2026-03-08
117,231,16,4.8,Will order again,2025-12-28
118,290,4,3.3,Nice packaging,2025-12-21
119,148,4,3.1,Will order again,2026-02-02
120,227,29,3.8,Will order again,2025-09-13
121,333,25,4.8,Loved it,2025-10-23
122,287,20,4.1,Worth the money,2025-11-21
123,438,8,4.1,Fast delivery,2025-09-08
124,231,13,4.5,Worth the money,2025-07-23
125,447,9,3.2,Highly recommended,2026-06-21
126,366,15,4.8,Highly recommended,2026-05-06
127,403,4,4.0,Worth the money,2025-10-08
128,89,23,3.5,Fast delivery,2025-10-24
129,75,23,3.7,Nice packaging,2025-12-23
130,167,28,4.6,Highly recommended,2026-05-11
131,333,18,3.6,Good taste,2026-03-30
132,65,26,4.0,Food was okay,2026-03-08
133,248,20,3.3,Will order again,2025-09-07
134,370,25,3.1,Good taste,2026-02-11
135,294,2,3.1,Nice packaging,2025-12-20
136,66,28,4.3,Food was okay,2025-12-14
137,436,11,3.6,Nice packaging,2025-11-23
138,194,12,4.9,Amazing experience,2025-11-25
139,243,9,3.5,Good taste,2026-06-29
140,497,10,3.6,Good taste,2025-12-26
141,431,14,3.7,Highly recommended,2026-06-23
142,331,28,3.8,Will order again,2025-12-26
143,183,6,3.4,Loved it,2026-03-05
144,461,5,3.4,Loved it,2025-08-25
145,491,2,4.4,Food was okay,2026-04-07
146,16,18,3.1,Good taste,2025-09-19
147,426,5,4.0,Loved it,2026-06-05
148,272,8,3.0,Highly recommended,2025-07-25
149,37,27,3.1,Will order again,2026-03-18
150,201,26,4.7,Food was okay,2025-08-28
151,280,17,4.2,Food was okay,2026-06-13
152,282,1,3.9,Fast delivery,2026-06-18
153,441,22,4.2,Excellent food,2026-01-15
154,112,3,3.4,Food was okay,2026-03-22
155,388,14,3.5,Fast delivery,2026-02-28
156,31,10,3.9,Nice packaging,2026-01-13
157,317,12,3.2,Loved it,2026-02-05
158,88,27,3.9,Amazing experience,2025-09-19
159,64,19,3.4,Will order again,2026-07-13
160,220,8,3.1,Good taste,2026-02-09
161,354,23,4.5,Food was okay,2025-11-15
162,21,14,4.4,Will order again,2026-04-24
163,278,10,4.1,Food was okay,2026-01-25
164,200,27,4.4,Loved it,2025-09-21
165,337,21,4.3,Excellent food,2025-09-16
166,255,23,3.1,Fast delivery,2026-04-08
167,483,22,3.2,Highly recommended,2026-05-21
168,178,13,4.2,Good taste,2025-07-30
169,286,12,3.4,Amazing experience,2026-02-07
170,316,30,4.7,Food was okay,2025-08-20
171,237,19,4.4,Food was okay,2026-06-03
172,45,16,3.0,Good taste,2025-10-02
173,493,14,4.0,Will order again,2025-07-28
174,73,19,4.5,Excellent food,2026-03-18
175,394,10,3.3,Will order again,2025-12-07
176,470,10,4.6,Worth the money,2025-10-21
177,125,30,3.4,Highly recommended,2026-03-28
178,369,18,3.0,Excellent food,2026-03-30
179,453,20,3.1,Fast delivery,2026-05-12
180,472,7,4.6,Worth the money,2025-07-17
181,355,29,3.2,Highly recommended,2026-03-24
182,282,30,3.2,Will order again,2025-10-30
183,231,1,4.1,Food was okay,2026-07-13
184,440,19,4.5,Loved it,2025-07-18
185,29,27,4.2,Nice packaging,2025-12-25
186,492,13,4.1,Nice packaging,2026-06-02
187,11,28,3.2,Food was okay,2025-07-31
188,60,28,4.3,Will order again,2026-04-06
189,132,30,3.1,Will order again,2025-08-11
190,342,4,3.7,Nice packaging,2026-05-25
191,34,7,3.2,Nice packaging,2025-09-22
192,11,17,3.4,Nice packaging,2026-06-18
193,70,10,3.8,Worth the money,2026-04-24
194,454,10,3.2,Food was okay,2025-10-12
195,172,3,4.6,Worth the money,2026-03-27
196,386,23,3.2,Excellent food,2026-02-08
197,113,13,4.1,Fast delivery,2026-01-30
198,292,29,4.2,Amazing experience,2025-08-14
199,265,23,4.2,Good taste,2025-10-05
200,122,10,4.4,Highly recommended,2026-01-31
201,29,7,4.8,Will order again,2026-04-06
202,396,15,3.0,Loved it,2025-12-23
203,260,13,4.2,Loved it,2026-01-14
204,497,25,3.3,Nice packaging,2026-01-25
205,286,17,3.4,Amazing experience,2025-09-20
206,135,22,3.1,Good taste,2026-04-22
207,469,23,3.6,Will order again,2025-11-26
208,204,17,3.3,Amazing experience,2025-11-21
209,347,25,3.1,Fast delivery,2025-08-31
210,417,20,3.1,Excellent food,2026-03-15
211,56,15,4.9,Good taste,2026-06-03
212,19,7,4.0,Loved it,2025-08-11
213,456,10,4.9,Worth the money,2026-06-02
214,442,27,4.0,Highly recommended,2025-09-08
215,399,4,4.1,Food was okay,2025-09-24
216,1,28,3.3,Worth the money,2026-05-23
217,314,20,3.5,Excellent food,2025-08-04
218,435,17,3.8,Loved it,2026-03-13
219,467,17,3.1,Amazing experience,2026-02-19
220,393,5,4.8,Amazing experience,2026-01-26
221,232,26,4.4,Good taste,2026-06-04
222,142,17,4.8,Food was okay,2026-03-15
223,279,13,4.2,Will order again,2025-12-10
224,313,6,4.9,Food was okay,2026-01-15
225,403,23,3.6,Loved it,2026-03-06
226,390,8,3.3,Loved it,2026-05-21
227,383,4,4.1,Excellent food,2025-08-12
228,66,4,4.7,Loved it,2025-08-10
229,355,3,4.1,Loved it,2026-07-03
230,26,5,4.3,Amazing experience,2026-06-23
231,37,18,4.7,Good taste,2025-09-16
232,333,9,4.7,Nice packaging,2025-08-11
233,290,17,4.7,Good taste,2026-05-31
234,382,30,3.4,Amazing experience,2025-09-26
235,41,14,3.6,Nice packaging,2026-06-13
236,53,17,4.7,Highly recommended,2026-03-27
237,376,22,4.5,Nice packaging,2026-02-09
238,351,16,4.4,Amazing experience,2025-07-19
239,200,1,3.1,Amazing experience,2025-07-26
240,112,19,3.4,Fast delivery,2025-11-05
241,127,25,4.6,Will order again,2025-08-21
242,400,7,4.2,Highly recommended,2025-09-01
243,270,27,4.3,Highly recommended,2026-05-04
244,450,27,4.4,Loved it,2026-01-15
245,205,17,4.7,Nice packaging,2025-09-20
246,166,27,4.4,Loved it,2026-05-08
247,468,19,4.1,Food was okay,2026-02-04
248,327,15,4.7,Excellent food,2026-01-03
249,223,29,4.9,Will order again,2026-02-02
250,294,23,3.1,Amazing experience,2026-05-13
251,439,3,3.2,Amazing experience,2025-12-28
252,323,24,4.5,Good taste,2025-08-26
253,17,10,4.6,Excellent food,2025-08-06
254,114,11,4.0,Food was okay,2025-08-14
255,458,19,4.6,Loved it,2026-02-24
256,335,22,4.9,Highly recommended,2026-06-18
257,410,10,4.5,Fast delivery,2025-11-29
258,339,10,3.5,Food was okay,2026-06-05
259,481,12,4.7,Highly recommended,2025-08-25
260,121,16,4.4,Nice packaging,2025-09-12
261,407,22,4.0,Loved it,2026-03-21
262,149,4,3.5,Highly recommended,2026-01-09
263,378,21,4.7,Fast delivery,2026-02-10
264,97,5,3.8,Will order again,2025-12-14
265,55,5,3.5,Nice packaging,2026-01-08
266,422,21,4.8,Excellent food,2026-02-13
267,426,14,4.6,Excellent food,2026-03-04
268,420,9,4.2,Will order again,2026-06-19
269,140,5,4.7,Highly recommended,2025-08-12
270,406,2,3.1,Amazing experience,2026-05-18
271,108,13,4.4,Worth the money,2026-06-06
272,382,6,3.5,Food was okay,2026-04-12
273,287,20,3.9,Highly recommended,2026-04-13
274,90,7,3.4,Nice packaging,2025-07-31
275,169,29,4.3,Will order again,2026-07-12
276,165,27,4.1,Excellent food,2026-03-04
277,324,20,4.0,Amazing experience,2025-11-29
278,413,15,4.2,Fast delivery,2025-08-16
279,123,20,3.2,Amazing experience,2026-04-23
280,7,22,4.3,Excellent food,2026-04-20
281,397,28,3.6,Will order again,2025-12-27
282,476,1,3.9,Worth the money,2026-02-12
283,267,10,4.8,Amazing experience,2026-02-01
284,275,10,3.6,Good taste,2025-09-26
285,392,21,4.3,Highly recommended,2026-01-11
286,62,25,3.6,Food was okay,2025-07-22
287,286,3,4.5,Nice packaging,2025-08-17
288,473,17,3.2,Nice packaging,2026-02-16
289,446,8,4.6,Good taste,2026-06-10
290,353,8,3.1,Food was okay,2025-11-16
291,104,20,4.9,Fast delivery,2026-03-14
292,76,22,4.0,Highly recommended,2026-03-12
293,34,7,5.0,Food was okay,2025-08-13
294,366,8,3.2,Fast delivery,2026-04-03
295,413,21,4.3,Food was okay,2026-01-09
296,34,6,4.8,Will order again,2025-11-04
297,243,19,4.2,Excellent food,2026-07-05
298,255,5,3.3,Food was okay,2026-07-12
299,78,25,3.3,Worth the money,2025-10-22
300,403,12,4.9,Loved it,2025-11-06
301,199,18,3.2,Food was okay,2025-12-25
302,352,10,3.8,Highly recommended,2026-04-11
303,329,16,3.8,Excellent food,2025-11-22
304,340,6,4.5,Fast delivery,2026-05-15
305,466,22,4.2,Amazing experience,2025-09-20
306,449,25,3.5,Food was okay,2025-08-22
307,230,3,4.8,Nice packaging,2025-09-12
308,40,17,4.8,Food was okay,2025-07-20
309,351,13,4.0,Excellent food,2025-09-02
310,328,26,3.2,Will order again,2025-07-21
311,165,20,3.8,Worth the money,2026-06-30
312,131,6,4.5,Fast delivery,2025-08-14
313,306,15,3.1,Loved it,2025-10-25
314,235,19,4.8,Worth the money,2025-11-29
315,301,28,4.9,Good taste,2025-12-10
316,296,27,3.2,Amazing experience,2026-06-23
317,311,12,3.6,Fast delivery,2025-12-20
318,67,25,3.4,Good taste,2026-04-25
319,450,1,3.7,Will order again,2025-12-04
320,231,15,4.7,Food was okay,2025-10-17
321,266,5,4.7,Excellent food,2026-04-20
322,115,9,4.0,Highly recommended,2026-04-06
323,303,16,4.7,Fast delivery,2026-02-09
324,315,19,4.2,Loved it,2025-10-24
325,166,23,3.9,Loved it,2025-09-02
326,237,19,3.7,Excellent food,2025-10-09
327,51,26,3.7,Amazing experience,2026-03-03
328,81,17,3.0,Will order again,2026-04-03
329,347,25,4.8,Good taste,2025-09-22
330,353,30,3.7,Loved it,2026-04-06
331,165,10,3.4,Loved it,2026-02-04
332,183,10,4.0,Will order again,2025-12-13
333,472,3,4.8,Excellent food,2025-10-08
334,361,10,3.7,Nice packaging,2026-06-25
335,81,1,3.5,Amazing experience,2025-11-06
336,421,11,3.5,Amazing experience,2025-07-22
337,204,12,4.5,Loved it,2025-11-24
338,451,27,3.0,Loved it,2025-12-26
339,289,18,4.8,Nice packaging,2026-06-12
340,448,18,3.5,Fast delivery,2026-05-15
341,281,2,4.8,Good taste,2026-04-02
342,285,15,4.5,Fast delivery,2026-06-10
343,267,20,4.8,Loved it,2025-10-03
344,266,13,3.6,Excellent food,2025-12-25
345,429,29,4.6,Highly recommended,2025-12-20
346,251,20,4.9,Worth the money,2026-01-04
347,475,15,4.0,Fast delivery,2026-04-15
348,298,2,4.4,Good taste,2026-03-07
349,407,1,4.4,Worth the money,2026-02-17
350,77,6,4.8,Worth the money,2026-03-22
351,498,25,4.2,Highly recommended,2026-05-09
352,395,4,3.3,Fast delivery,2026-02-01
353,260,25,3.1,Amazing experience,2026-01-13
354,55,21,3.2,Loved it,2026-02-08
355,419,1,3.9,Highly recommended,2026-06-27
356,109,24,3.3,Loved it,2026-03-04
357,331,2,3.4,Nice packaging,2026-07-08
358,31,19,4.9,Highly recommended,2025-07-24
359,137,1,3.2,Loved it,2025-12-09
360,433,22,4.3,Excellent food,2026-01-01
361,47,7,4.6,Nice packaging,2026-05-30
362,238,30,3.8,Fast delivery,2026-04-24
363,199,22,3.3,Food was okay,2025-11-11
364,182,8,3.7,Worth the money,2026-05-07
365,129,7,4.0,Nice packaging,2026-01-03
366,140,27,4.5,Food was okay,2025-08-05
367,312,26,4.6,Will order again,2025-09-21
368,161,20,3.7,Worth the money,2026-01-07
369,484,8,3.9,Fast delivery,2026-04-03
370,233,6,4.6,Will order again,2026-01-21
371,402,15,4.7,Food was okay,2026-05-22
372,273,11,3.4,Fast delivery,2025-10-18
373,366,8,4.0,Highly recommended,2025-11-10
374,187,12,3.3,Worth the money,2026-01-11
375,241,6,4.6,Amazing experience,2026-03-22
376,435,20,3.6,Fast delivery,2026-01-16
377,362,21,4.5,Amazing experience,2025-08-20
378,360,4,4.3,Good taste,2026-04-01
379,164,9,3.7,Loved it,2025-09-28
380,278,12,4.8,Highly recommended,2025-09-05
381,454,2,4.4,Amazing experience,2025-12-05
382,61,17,4.1,Will order again,2025-09-30
383,100,11,3.1,Good taste,2026-05-15
384,299,1,3.5,Will order again,2025-08-15
385,161,14,3.5,Highly recommended,2025-07-19
386,479,19,3.4,Worth the money,2026-04-19
387,203,9,3.3,Fast delivery,2025-12-25
388,66,4,3.9,Worth the money,2025-07-29
389,419,5,3.9,Food was okay,2025-09-19
390,117,8,4.4,Highly recommended,2025-10-28
391,396,22,3.3,Highly recommended,2026-03-31
392,75,26,4.9,Fast delivery,2025-11-26
393,19,21,3.6,Highly recommended,2026-04-26
394,72,8,3.9,Amazing experience,2026-04-15
395,172,9,3.1,Worth the money,2026-07-10
396,489,28,3.6,Loved it,2025-10-26
397,288,14,4.4,Good taste,2026-04-28
398,207,22,4.4,Food was okay,2026-05-24
399,269,4,4.1,Nice packaging,2026-07-06
400,218,5,3.4,Will order again,2026-04-13
401,130,2,4.6,Amazing experience,2026-04-18
402,326,22,3.8,Loved it,2025-07-18
403,226,13,4.3,Excellent food,2026-01-22
404,29,16,4.0,Fast delivery,2025-12-11
405,392,9,4.4,Loved it,2025-09-08
406,365,23,3.5,Fast delivery,2026-01-27
407,309,8,3.4,Loved it,2025-09-04
408,58,20,3.0,Food was okay,2025-10-25
409,468,18,3.2,Fast delivery,2026-04-06
410,195,4,3.7,Nice packaging,2026-04-10
411,141,7,4.6,Nice packaging,2026-03-17
412,55,30,3.8,Fast delivery,2026-06-18
413,305,30,3.7,Worth the money,2026-01-21
414,365,29,3.6,Good taste,2026-05-29
415,443,16,3.4,Nice packaging,2026-01-16
416,104,23,4.6,Worth the money,2026-01-27
417,490,5,3.2,Loved it,2026-07-06
418,273,11,4.4,Will order again,2026-06-13
419,237,29,3.5,Good taste,2026-03-13
420,63,1,4.8,Nice packaging,2025-10-30
421,349,29,4.9,Amazing experience,2025-12-30
422,291,20,4.2,Nice packaging,2025-08-13
423,331,26,3.9,Loved it,2025-09-22
424,347,22,3.1,Excellent food,2026-04-10
425,461,5,4.5,Fast delivery,2025-12-15
426,215,6,3.5,Fast delivery,2026-05-23
427,445,27,4.2,Worth the money,2025-12-05
428,311,17,3.7,Highly recommended,2026-04-14
429,13,20,4.4,Highly recommended,2025-12-09
430,470,3,4.4,Loved it,2025-12-14
431,337,24,4.5,Highly recommended,2026-05-07
432,249,5,4.0,Worth the money,2025-09-01
433,376,27,4.0,Excellent food,2026-05-24
434,314,20,4.9,Amazing experience,2026-01-06
435,257,4,3.2,Nice packaging,2026-03-12
436,128,2,4.2,Worth the money,2025-09-04
437,61,30,4.2,Good taste,2025-10-04
438,96,20,3.9,Good taste,2026-02-06
439,167,28,4.0,Worth the money,2026-05-22
440,306,18,4.8,Nice packaging,2025-10-08
441,474,17,4.7,Good taste,2026-05-24
442,308,24,3.4,Amazing experience,2026-05-25
443,332,27,3.3,Good taste,2026-03-06
444,292,14,4.7,Will order again,2026-03-03
445,112,24,3.5,Excellent food,2026-03-22
446,472,9,4.9,Worth the money,2026-01-17
447,35,12,3.0,Worth the money,2026-03-29
448,253,29,3.4,Loved it,2026-06-14
449,199,12,5.0,Highly recommended,2026-07-14
450,133,14,3.4,Food was okay,2026-05-23
451,34,10,4.1,Fast delivery,2025-09-20
452,412,23,3.9,Worth the money,2025-08-25
453,371,1,3.5,Worth the money,2026-02-11
454,66,19,3.0,Food was okay,2026-04-25
455,298,2,3.8,Will order again,2025-07-23
456,311,13,3.8,Excellent food,2026-03-20
457,400,28,4.3,Worth the money,2025-08-13
458,430,11,3.8,Amazing experience,2026-03-28
459,135,22,3.3,Highly recommended,2026-04-10
460,304,22,4.7,Loved it,2025-08-05
461,70,28,4.7,Amazing experience,2026-03-27
462,344,30,4.6,Highly recommended,2025-11-16
463,29,21,3.3,Nice packaging,2025-11-13
464,174,12,4.7,Good taste,2026-01-21
465,28,13,4.7,Highly recommended,2026-03-31
466,249,17,3.8,Highly recommended,2025-09-30
467,471,2,3.3,Highly recommended,2026-02-04
468,253,20,4.6,Worth the money,2025-11-14
469,255,24,3.3,Fast delivery,2025-10-20
470,153,7,4.4,Good taste,2025-11-11
471,490,9,4.2,Good taste,2026-06-11
472,58,24,4.7,Fast delivery,2026-07-03
473,312,29,4.4,Will order again,2025-08-17
474,204,28,4.3,Food was okay,2025-11-12
475,72,27,4.1,Excellent food,2026-04-12
476,195,5,4.8,Food was okay,2026-03-25
477,199,20,4.3,Food was okay,2026-06-25
478,251,13,3.1,Fast delivery,2026-03-27
479,53,26,4.1,Good taste,2026-06-22
480,41,17,3.2,Good taste,2026-02-14
481,19,12,3.5,Fast delivery,2025-07-30
482,163,27,3.4,Will order again,2026-02-22
483,443,22,4.0,Fast delivery,2026-02-10
484,315,10,4.2,Highly recommended,2025-10-21
485,469,2,3.2,Highly recommended,2026-05-01
486,212,12,4.3,Food was okay,2025-12-17
487,471,21,3.7,Amazing experience,2026-01-02
488,367,11,4.9,Amazing experience,2025-08-26
489,189,4,3.2,Food was okay,2025-12-17
490,381,26,4.5,Worth the money,2026-02-09
491,175,25,4.1,Loved it,2026-05-27
492,281,9,3.9,Excellent food,2026-04-24
493,29,21,3.6,Good taste,2026-07-04
494,120,6,4.6,Fast delivery,2026-02-20
495,68,13,4.3,Highly recommended,2025-11-02
496,256,18,3.2,Food was okay,2025-07-19
497,460,13,4.5,Nice packaging,2026-01-07
498,137,26,3.7,Will order again,2025-08-09
499,472,9,4.5,Highly recommended,2026-05-11
500,354,30,4.6,Will order again,2026-02-25
501,293,5,4.1,Fast delivery,2026-01-21
502,67,19,3.3,Nice packaging,2025-08-01
503,471,18,3.5,Nice packaging,2026-02-28
504,245,5,4.5,Loved it,2026-02-10
505,125,2,3.4,Food was okay,2025-08-05
506,427,3,3.4,Food was okay,2026-05-07
507,224,28,3.7,Worth the money,2026-06-09
508,359,27,3.4,Food was okay,2026-05-27
509,441,9,3.9,Highly recommended,2026-01-31
510,421,26,4.0,Worth the money,2025-09-11
511,312,28,3.7,Good taste,2026-06-19
512,266,13,3.7,Highly recommended,2025-10-20
513,84,4,3.9,Good taste,2026-04-26
514,56,14,4.7,Fast delivery,2025-07-25
515,441,12,3.2,Fast delivery,2026-06-12
516,50,15,5.0,Loved it,2026-04-15
517,482,12,4.2,Good taste,2026-06-26
518,162,27,4.5,Highly recommended,2025-08-09
519,228,15,3.0,Highly recommended,2026-07-05
520,87,23,4.3,Fast delivery,2025-08-24
521,277,9,3.4,Worth the money,2026-01-26
522,196,26,4.7,Good taste,2026-03-11
523,134,18,3.4,Nice packaging,2026-07-12
524,425,18,3.0,Worth the money,2026-01-19
525,134,2,4.7,Loved it,2025-07-19
526,136,15,3.7,Excellent food,2025-11-30
527,364,25,3.1,Loved it,2026-06-23
528,293,21,3.2,Nice packaging,2026-03-05
529,4,17,3.2,Fast delivery,2026-02-17
530,302,23,4.1,Excellent food,2025-11-03
531,474,12,3.6,Amazing experience,2026-01-14
532,280,13,4.5,Food was okay,2026-03-15
533,97,4,4.9,Worth the money,2025-09-29
534,475,5,4.2,Loved it,2026-02-12
535,167,26,3.5,Nice packaging,2026-03-21
536,187,25,4.2,Loved it,2025-12-12
537,435,8,3.0,Highly recommended,2025-07-19
538,202,16,4.9,Loved it,2025-10-11
539,14,5,4.6,Food was okay,2026-04-01
540,423,11,4.6,Fast delivery,2026-05-01
541,88,27,4.7,Nice packaging,2026-01-12
542,315,19,3.0,Nice packaging,2025-09-02
543,156,24,4.1,Loved it,2026-05-16
544,60,15,3.7,Worth the money,2025-09-24
545,251,12,3.4,Excellent food,2025-11-25
546,434,4,3.8,Nice packaging,2025-09-14
547,248,22,4.9,Food was okay,2026-07-07
548,108,25,3.9,Good taste,2025-08-10
549,59,26,3.8,Amazing experience,2026-03-30
550,364,2,5.0,Nice packaging,2026-05-14
551,419,25,4.4,Loved it,2025-12-20
552,238,28,3.1,Amazing experience,2026-06-17
553,397,9,4.5,Worth the money,2025-08-19
554,83,2,3.4,Fast delivery,2026-05-21
555,97,18,3.4,Amazing experience,2026-03-07
556,471,20,3.1,Highly recommended,2025-12-19
557,96,27,4.6,Nice packaging,2026-02-21
558,95,22,4.1,Amazing experience,2026-05-04
559,339,17,4.8,Will order again,2026-05-03
560,173,3,4.2,Worth the money,2026-05-02
561,72,27,3.2,Will order again,2026-03-19
562,167,28,3.7,Worth the money,2026-04-30
563,109,1,4.2,Amazing experience,2026-07-06
564,159,23,4.5,Worth the money,2026-03-22
565,495,16,3.9,Loved it,2025-10-08
566,93,4,3.2,Will order again,2025-07-17
567,440,19,3.6,Nice packaging,2025-09-12
568,18,26,3.2,Worth the money,2026-05-10
569,178,26,4.4,Good taste,2026-01-27
570,289,2,4.3,Amazing experience,2025-09-17
571,170,9,4.5,Food was okay,2026-03-12
572,160,20,3.0,Nice packaging,2026-04-04
573,258,18,3.8,Will order again,2026-01-22
574,460,13,3.8,Highly recommended,2025-10-18
575,21,24,4.4,Highly recommended,2026-04-04
576,340,11,3.8,Loved it,2025-10-04
577,350,14,3.1,Highly recommended,2025-08-31
578,65,23,3.7,Nice packaging,2025-11-03
579,9,4,3.9,Will order again,2026-02-21
580,372,26,4.0,Worth the money,2025-12-18
581,361,20,4.7,Nice packaging,2026-03-31
582,409,28,3.6,Good taste,2025-10-15
583,495,1,4.9,Good taste,2025-12-23
584,45,15,5.0,Food was okay,2026-04-27
585,103,16,3.5,Worth the money,2025-11-15
586,284,2,3.1,Food was okay,2025-09-04
587,250,21,3.4,Worth the money,2026-03-24
588,338,17,3.8,Worth the money,2026-04-19
589,16,29,4.3,Will order again,2026-04-22
590,252,5,4.2,Fast delivery,2025-07-16
591,459,29,4.5,Highly recommended,2026-04-18
592,244,30,3.9,Food was okay,2026-03-08
593,499,25,3.8,Fast delivery,2025-10-29
594,212,20,4.6,Fast delivery,2025-10-15
595,32,27,4.9,Loved it,2025-08-07
596,394,14,3.7,Good taste,2025-11-24
597,122,7,3.6,Worth the money,2025-08-24
598,401,4,4.8,Will order again,2026-02-10
599,72,27,4.3,Amazing experience,2025-10-01
600,331,2,3.5,Will order again,2026-02-25
601,59,16,3.5,Worth the money,2026-03-23
602,12,10,3.3,Excellent food,2026-03-12
